-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 04/14/2014 through 04/14/2024 
Location: Latitude  21.1571   Longitude 79.0825 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 282.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M
2017,6,2,33.32,38.35,28.74,56.38,6.13,97.13,2.06
2017,6,3,34.98,41.78,28.24,47.88,0.02,97.08,3.33
2017,6,4,36.08,42.79,29.79,42.75,0.29,97.04,4.94
2017,6,5,36.73,44.02,31.62,42.19,1.06,96.99,6.26
2017,6,6,34.05,40.83,27.92,50.31,3.08,97.15,4.71
2017,6,7,31.54,37.18,27.48,59.44,0.5,97.24,3.63
2017,6,8,31.58,35.48,27.44,59.06,0.39,97.11,4.53
2017,6,9,33.65,39.73,27.78,50.44,0.58,96.94,4.47
2017,6,10,32.38,39.09,27.01,56.19,7.95,96.89,3.7
2017,6,11,30.26,35.33,25.83,69.69,9.58,96.88,2.41
2017,6,12,30.57,36.02,26.05,65.38,5.3,96.93,2.91
2017,6,13,31.24,38.38,25.43,63.0,1.87,96.95,3.03
2017,6,14,30.41,34.98,26.07,68.06,4.98,97.15,2.83
2017,6,15,30.19,36.92,26.15,69.06,7.17,97.09,6.22
2017,6,16,29.64,35.69,25.8,71.06,2.84,97.12,4.66
2017,6,17,30.91,37.31,24.58,62.06,0.35,97.1,2.99
2017,6,18,32.54,39.12,25.64,56.81,0.16,96.98,4.18
2017,6,19,32.98,39.16,27.42,53.19,0.0,96.86,4.64
2017,6,20,32.97,38.62,27.87,51.94,0.96,96.87,4.94
2017,6,21,31.88,37.58,27.18,58.56,8.1,96.93,4.99
2017,6,22,31.19,36.3,26.67,63.56,4.46,97.02,4.58
2017,6,23,31.08,36.44,26.9,64.88,8.71,96.99,3.46
2017,6,24,31.42,38.2,25.33,61.19,4.25,96.75,3.6
2017,6,25,30.73,36.32,26.19,63.38,1.32,96.67,2.97
2017,6,26,28.51,32.96,24.97,77.88,27.44,96.83,3.67
2017,6,27,27.75,31.73,24.53,77.88,24.22,96.88,5.42
2017,6,28,28.3,33.17,24.77,78.06,24.98,96.9,4.55
2017,6,29,28.85,33.66,24.83,75.69,9.89,96.93,4.36
2017,6,30,28.1,32.95,25.03,79.31,18.84,96.87,4.38
2017,7,1,27.82,31.94,24.92,79.88,17.04,96.86,4.9
2017,7,2,28.08,32.87,24.49,78.75,8.51,96.9,5.16
2017,7,3,28.39,33.33,24.44,75.25,5.15,96.99,5.62
2017,7,4,27.22,32.2,23.83,77.19,5.0,97.02,5.59
2017,7,5,27.08,31.4,23.9,77.69,1.89,97.09,5.42
2017,7,6,28.55,33.74,23.67,74.38,0.06,97.09,4.34
2017,7,7,29.36,34.72,23.98,68.62,0.0,97.1,4.03
2017,7,8,30.06,35.57,24.87,65.5,0.0,97.05,4.32
2017,7,9,29.32,33.89,25.38,72.44,2.3,97.09,3.36
2017,7,10,27.5,30.73,25.06,80.31,12.12,97.25,3.38
2017,7,11,26.9,30.6,24.38,81.94,9.83,97.23,3.72
2017,7,12,27.72,32.41,23.58,76.81,1.98,97.1,4.51
2017,7,13,27.51,31.38,24.51,79.25,4.04,96.92,5.72
2017,7,14,27.43,31.48,24.49,81.19,17.4,96.87,3.76
2017,7,15,27.19,30.8,24.12,81.62,5.75,96.96,4.44
2017,7,16,27.15,31.02,24.19,81.56,2.85,96.95,3.88
2017,7,17,27.39,31.34,24.56,83.94,42.5,96.85,3.45
2017,7,18,27.14,30.19,24.98,90.12,60.79,96.67,4.04
2017,7,19,27.05,30.19,24.94,88.31,37.86,96.57,3.55
2017,7,20,26.48,28.72,24.28,91.12,116.57,96.6,4.7
2017,7,21,27.19,30.47,24.94,86.69,25.9,96.79,4.84
2017,7,22,26.94,30.69,23.73,84.75,6.94,96.88,5.56
2017,7,23,26.2,29.26,23.79,86.31,3.55,96.93,5.33
2017,7,24,27.05,31.44,23.98,82.5,6.34,96.92,5.41
2017,7,25,26.31,30.3,23.1,84.69,4.42,96.89,4.43
2017,7,26,26.76,30.81,23.6,83.06,6.88,96.92,5.29
2017,7,27,26.21,29.15,23.76,86.25,10.6,97.04,5.16
2017,7,28,26.55,29.96,23.56,84.94,2.22,97.17,4.71
2017,7,29,27.3,31.76,22.93,81.44,0.38,97.33,3.2
2017,7,30,27.47,31.9,23.98,79.44,0.57,97.32,3.62
2017,7,31,27.44,31.37,23.9,81.06,1.4,97.29,3.1
2017,8,1,27.72,31.73,23.8,81.06,1.38,97.31,3.12
2017,8,2,27.32,30.94,24.58,82.5,1.51,97.3,3.68
2017,8,3,27.24,31.34,24.2,80.62,0.05,97.14,4.38
2017,8,4,26.6,30.62,24.14,82.94,1.2,96.93,4.06
2017,8,5,26.69,30.64,23.72,83.88,1.58,96.94,3.5
2017,8,6,26.02,29.33,24.05,84.56,1.36,97.01,4.02
2017,8,7,26.37,29.78,23.64,87.06,23.32,97.07,3.49
2017,8,8,25.12,27.36,23.53,89.75,16.03,97.12,5.08
2017,8,9,25.94,29.85,23.13,85.56,10.67,97.21,4.49
2017,8,10,26.62,30.74,23.15,83.56,2.57,97.23,3.29
2017,8,11,26.8,30.76,23.47,83.31,0.48,97.25,3.41
2017,8,12,25.99,28.73,23.76,85.88,0.67,97.34,3.54
2017,8,13,26.58,30.49,23.56,82.62,0.27,97.46,3.41
2017,8,14,26.58,31.33,23.16,83.88,1.54,97.55,3.45
2017,8,15,26.75,30.64,23.27,83.75,0.74,97.45,2.89
2017,8,16,27.3,31.65,24.01,81.75,3.23,97.23,3.27
2017,8,17,26.94,30.81,24.08,83.12,4.18,97.03,3.0
2017,8,18,26.68,29.99,24.12,90.0,61.75,96.81,3.29
2017,8,19,27.74,32.34,25.06,86.94,14.3,96.74,3.56
2017,8,20,27.19,30.9,24.33,85.31,4.11,96.75,3.81
2017,8,21,25.76,29.78,23.12,85.5,2.13,96.91,3.69
2017,8,22,26.55,30.95,22.66,81.19,0.23,97.11,2.61
2017,8,23,27.28,31.82,23.19,82.44,2.0,97.24,2.11
2017,8,24,27.78,32.31,23.76,83.38,5.07,97.12,2.74
2017,8,25,26.95,30.21,24.93,89.19,50.76,96.9,2.77
2017,8,26,27.0,30.76,24.15,89.06,9.65,96.71,2.84
2017,8,27,27.72,31.04,24.8,86.75,5.67,96.62,1.58
2017,8,28,27.04,29.43,25.54,90.12,31.53,96.54,1.18
2017,8,29,26.37,29.73,24.3,89.31,26.39,96.65,4.66
2017,8,30,26.74,31.09,23.4,85.12,1.54,97.11,4.23
2017,8,31,27.09,31.42,23.19,83.69,0.11,97.38,2.95
2017,9,1,27.04,31.73,23.33,83.12,0.08,97.42,2.88
2017,9,2,26.58,31.03,22.07,81.88,0.27,97.42,2.65
2017,9,3,26.8,31.03,22.87,83.38,8.86,97.44,2.11
2017,9,4,27.23,31.62,22.83,84.12,1.44,97.5,2.18
2017,9,5,27.84,31.81,24.1,83.75,0.97,97.45,2.56
2017,9,6,27.9,31.77,24.37,82.12,1.7,97.43,1.94
2017,9,7,28.1,31.35,24.58,81.81,3.83,97.44,1.7
2017,9,8,28.22,31.68,24.98,80.62,2.84,97.48,1.09
2017,9,9,27.69,31.19,24.37,84.75,13.32,97.43,1.62
2017,9,10,27.54,30.87,24.09,83.25,2.57,97.52,1.56
2017,9,11,27.5,30.77,24.33,84.12,3.28,97.62,1.51
2017,9,12,27.19,30.59,24.4,86.44,9.49,97.7,1.59
2017,9,13,26.66,29.89,24.12,87.88,10.58,97.63,2.17
2017,9,14,25.98,28.54,24.05,88.88,3.61,97.51,1.98
2017,9,15,26.64,30.43,23.02,85.12,2.84,97.35,1.57
2017,9,16,27.33,30.87,24.04,83.62,0.41,97.26,1.6
2017,9,17,27.39,30.58,24.15,84.19,16.75,97.22,1.15
2017,9,18,26.38,29.26,24.38,90.38,9.64,97.23,2.12
2017,9,19,26.51,29.95,23.73,87.56,15.96,97.18,2.22
2017,9,20,26.01,29.26,23.56,89.75,8.96,97.07,2.16
2017,9,21,26.34,29.97,23.73,89.06,14.54,97.03,3.55
2017,9,22,26.05,29.76,23.5,86.31,0.42,97.31,3.45
2017,9,23,26.82,31.67,22.15,82.12,0.0,97.6,2.09
2017,9,24,26.84,31.89,22.02,81.88,0.05,97.6,2.4
2017,9,25,26.82,31.69,22.36,83.0,1.66,97.44,2.54
2017,9,26,26.97,31.98,22.29,82.5,0.17,97.44,2.68
2017,9,27,27.02,31.92,22.72,81.81,0.0,97.47,2.78
2017,9,28,26.91,31.27,23.2,83.75,5.88,97.41,2.39
2017,9,29,27.87,32.26,23.81,76.81,1.01,97.39,1.34
2017,9,30,27.93,32.15,23.69,73.25,0.0,97.52,0.8
2017,10,1,27.25,31.76,22.54,77.5,0.1,97.51,1.05
2017,10,2,27.05,30.66,24.15,80.19,1.65,97.46,1.25
2017,10,3,26.27,31.51,21.08,74.31,0.04,97.52,2.32
2017,10,4,25.39,31.34,19.91,77.12,0.0,97.57,2.68
2017,10,5,25.24,28.98,21.36,87.38,2.74,97.49,2.73
2017,10,6,26.5,30.39,23.45,87.06,2.56,97.5,2.82
2017,10,7,26.74,30.29,22.75,83.75,4.1,97.47,1.62
2017,10,8,26.38,29.96,23.4,86.44,2.47,97.4,1.34
2017,10,9,26.08,29.23,23.26,88.38,4.04,97.41,1.84
2017,10,10,26.19,29.99,22.74,86.12,8.08,97.39,1.61
2017,10,11,26.87,30.47,23.65,82.06,0.86,97.43,1.03
2017,10,12,26.95,30.63,22.62,80.25,2.55,97.44,0.87
2017,10,13,27.55,31.06,23.41,78.31,5.14,97.38,0.92
2017,10,14,27.16,30.72,23.52,82.62,1.91,97.37,1.78
2017,10,15,28.04,32.4,23.62,73.69,0.0,97.46,1.34
2017,10,16,27.15,31.87,22.6,66.81,0.0,97.52,1.57
2017,10,17,25.9,31.97,19.69,67.81,0.0,97.51,2.04
2017,10,18,24.05,30.69,18.34,70.81,0.0,97.51,2.66
2017,10,19,24.25,30.07,17.94,76.5,0.01,97.44,2.5
2017,10,20,25.73,30.19,22.31,85.38,4.58,97.42,1.59
2017,10,21,26.41,30.63,22.9,86.5,1.75,97.46,1.37
2017,10,22,26.85,31.23,22.56,78.88,0.65,97.61,1.31
2017,10,23,25.5,31.16,20.44,72.5,0.13,97.77,1.69
2017,10,24,24.01,30.33,16.87,59.31,0.0,97.98,1.62
2017,10,25,24.04,30.06,18.1,56.75,0.0,98.16,1.16
2017,10,26,23.67,29.41,16.86,58.88,0.0,98.24,1.07
2017,10,27,24.94,29.73,19.62,55.56,0.0,98.11,1.03
2017,10,28,24.52,29.38,20.95,63.81,0.0,98.12,1.29
2017,10,29,24.24,29.72,19.3,69.38,0.0,98.22,1.44
2017,10,30,24.4,29.61,19.27,62.44,0.0,98.2,0.77
2017,10,31,23.61,29.49,18.4,60.94,0.0,98.06,0.84
2017,11,1,21.63,28.33,15.11,72.44,0.0,98.16,2.23
2017,11,2,22.06,28.39,15.78,70.31,0.0,98.09,1.88
2017,11,3,21.57,28.53,16.73,70.88,0.0,98.01,1.94
2017,11,4,20.46,27.71,14.38,76.44,0.0,98.13,2.78
2017,11,5,20.92,28.18,14.33,70.06,0.0,98.18,2.49
2017,11,6,21.44,28.9,14.5,75.06,0.0,98.18,2.33
2017,11,7,22.28,29.44,15.55,71.12,0.0,98.17,2.02
2017,11,8,22.58,29.26,16.7,69.81,0.0,98.14,1.59
2017,11,9,22.37,28.87,16.8,67.0,0.0,98.04,1.11
2017,11,10,21.4,29.05,15.33,66.0,0.0,98.08,2.03
2017,11,11,21.03,28.83,13.87,64.19,0.0,98.11,1.96
2017,11,12,20.47,28.53,13.36,66.94,0.0,97.97,2.24
2017,11,13,20.58,28.31,13.58,70.38,0.0,97.83,2.28
2017,11,14,22.43,30.01,15.01,75.0,0.0,97.73,2.28
2017,11,15,23.77,29.6,19.58,77.06,0.0,97.75,3.07
2017,11,16,23.41,29.94,17.82,76.75,0.0,97.8,2.76
2017,11,17,23.9,30.14,18.73,75.5,0.03,97.84,2.02
2017,11,18,24.28,31.3,18.2,71.31,0.01,97.93,1.41
2017,11,19,24.6,30.86,17.99,68.88,0.0,98.05,1.4
2017,11,20,23.9,31.23,18.17,68.81,0.0,98.13,2.55
2017,11,21,23.64,31.4,17.44,70.19,0.13,98.07,2.38
2017,11,22,23.49,30.52,18.07,72.62,0.05,97.98,1.77
2017,11,23,22.96,29.96,17.49,71.38,0.01,97.94,2.05
2017,11,24,21.63,29.76,15.46,66.31,0.0,98.13,2.22
2017,11,25,20.12,29.99,12.61,56.25,0.0,98.23,2.57
2017,11,26,20.08,29.51,11.37,56.06,0.0,98.34,1.82
2017,11,27,19.58,29.55,10.99,54.06,0.0,98.16,2.08
2017,11,28,19.88,29.71,12.36,54.88,0.0,98.14,1.73
2017,11,29,19.26,29.01,10.89,60.69,0.0,98.27,2.02
2017,11,30,19.9,29.01,11.6,59.5,0.0,98.2,1.88
2017,12,1,19.44,29.5,11.62,63.94,0.0,98.15,2.65
2017,12,2,18.76,28.8,11.51,65.25,0.0,98.24,2.87
2017,12,3,18.65,28.37,11.35,62.12,0.0,98.24,2.43
2017,12,4,18.4,28.16,10.08,63.25,0.0,98.11,2.12
2017,12,5,18.42,28.37,10.76,66.88,0.0,98.01,2.81
2017,12,6,19.52,28.5,12.04,66.38,0.0,97.96,2.24
2017,12,7,20.8,30.63,13.91,63.31,0.0,97.98,2.58
2017,12,8,21.22,30.84,14.51,59.94,0.0,98.03,3.13
2017,12,9,20.87,30.09,14.8,57.5,0.0,98.03,3.32
2017,12,10,19.97,29.19,11.2,43.19,0.0,98.13,2.48
2017,12,11,19.67,29.78,11.16,51.06,0.0,98.17,1.84
2017,12,12,20.05,30.15,11.77,59.5,0.0,98.21,1.66
2017,12,13,20.84,30.6,12.81,61.19,0.0,98.23,2.15
2017,12,14,21.28,30.67,14.03,60.88,0.0,98.31,2.37
2017,12,15,21.17,30.69,14.15,61.38,0.0,98.42,2.64
2017,12,16,21.4,30.21,14.5,63.25,0.0,98.55,2.19
2017,12,17,21.22,29.52,14.82,62.31,0.0,98.64,2.33
2017,12,18,19.82,29.62,12.48,43.88,0.0,98.6,2.73
2017,12,19,18.81,29.55,10.24,36.5,0.0,98.53,2.62
2017,12,20,19.01,30.12,10.08,44.88,0.0,98.55,2.75
2017,12,21,18.72,27.9,10.4,50.0,0.0,98.57,2.37
2017,12,22,20.02,29.6,12.31,49.38,0.0,98.41,2.43
2017,12,23,20.14,29.53,13.45,41.19,0.0,98.22,2.38
2017,12,24,20.12,29.4,11.9,45.5,0.0,98.17,2.01
2017,12,25,19.55,29.93,11.11,48.56,0.0,98.24,2.29
2017,12,26,18.57,29.15,9.62,28.38,0.0,98.36,2.84
2017,12,27,18.37,29.05,8.63,32.75,0.0,98.33,2.2
2017,12,28,18.18,29.74,8.79,41.44,0.0,98.24,2.6
2017,12,29,18.73,29.48,10.16,47.0,0.0,98.27,2.55
2017,12,30,18.92,29.14,10.83,46.81,0.0,98.24,2.59
2017,12,31,19.02,28.99,10.48,45.88,0.0,98.08,2.27
2018,1,1,18.94,28.55,10.63,42.12,0.0,97.89,2.4
2018,1,2,18.68,27.83,10.98,45.5,0.0,97.93,2.38
2018,1,3,19.06,27.82,10.82,41.25,0.0,98.07,2.03
2018,1,4,18.49,28.38,9.36,25.44,0.0,98.15,2.41
2018,1,5,18.57,28.57,8.77,40.75,0.0,98.05,2.05
2018,1,6,19.2,28.15,10.71,39.38,0.0,97.97,1.91
2018,1,7,19.23,27.93,11.55,41.56,0.0,98.05,1.88
2018,1,8,18.52,28.59,11.05,45.56,0.0,98.21,3.04
2018,1,9,17.91,27.87,9.66,40.44,0.0,98.43,2.64
2018,1,10,19.36,29.15,9.9,31.12,0.0,98.47,2.14
2018,1,11,20.94,30.33,11.18,23.81,0.0,98.33,1.89
2018,1,12,22.19,31.82,12.75,23.5,0.0,98.2,2.15
2018,1,13,21.95,31.63,14.33,23.62,0.0,98.19,3.14
2018,1,14,22.73,31.29,14.52,33.12,0.0,98.24,2.08
2018,1,15,23.32,31.84,16.09,36.5,0.0,98.2,2.01
2018,1,16,21.61,31.67,12.99,26.25,0.0,98.08,2.65
2018,1,17,20.64,31.41,10.87,29.81,0.0,98.07,2.6
2018,1,18,20.26,30.77,11.43,21.0,0.0,98.17,2.88
2018,1,19,20.12,30.89,9.98,25.12,0.0,98.24,2.45
2018,1,20,21.42,31.37,10.98,25.0,0.0,98.15,1.52
2018,1,21,21.55,31.3,12.45,28.12,0.0,98.05,1.87
2018,1,22,20.44,30.48,11.23,36.12,0.0,97.93,2.38
2018,1,23,21.08,30.86,12.22,38.5,0.0,97.78,2.5
2018,1,24,21.42,31.05,14.26,31.44,0.0,97.82,2.84
2018,1,25,19.65,29.4,10.32,15.75,0.0,97.88,2.48
2018,1,26,19.68,29.83,9.22,15.06,0.0,97.94,2.32
2018,1,27,19.24,30.21,9.11,21.19,0.0,97.97,2.62
2018,1,28,20.23,30.91,9.63,25.69,0.0,98.06,2.32
2018,1,29,20.86,31.37,10.62,23.44,0.0,98.23,2.45
2018,1,30,22.15,32.52,11.86,20.5,0.0,98.21,2.39
2018,1,31,22.92,33.66,14.16,18.5,0.0,98.15,2.47
2018,2,1,23.16,33.24,12.56,18.44,0.0,98.11,2.1
2018,2,2,23.49,33.62,12.84,17.5,0.0,98.0,1.76
2018,2,3,23.38,33.26,14.05,21.5,0.0,98.01,1.83
2018,2,4,24.18,33.31,16.35,23.06,0.0,98.04,1.75
2018,2,5,24.85,33.36,17.34,29.06,0.0,98.26,1.66
2018,2,6,24.39,32.32,16.62,33.44,0.0,98.23,1.33
2018,2,7,24.95,32.25,19.49,32.81,0.0,98.06,1.88
2018,2,8,24.3,33.26,15.5,35.12,0.0,97.91,2.35
2018,2,9,25.08,33.71,18.4,26.5,0.0,97.85,2.11
2018,2,10,23.34,30.92,17.42,28.19,0.0,98.11,3.32
2018,2,11,24.52,33.12,15.51,44.5,5.13,98.13,3.48
2018,2,12,23.81,31.19,19.23,59.5,9.85,98.33,2.59
2018,2,13,23.09,29.5,17.53,68.19,5.84,98.54,2.52
2018,2,14,22.09,29.5,16.42,67.12,0.88,98.7,3.09
2018,2,15,20.73,29.94,12.5,44.94,0.0,98.67,2.7
2018,2,16,21.37,30.88,11.83,42.94,0.0,98.48,2.55
2018,2,17,22.4,31.65,12.85,44.12,0.0,98.07,2.08
2018,2,18,23.49,32.69,14.48,39.88,0.0,97.93,1.88
2018,2,19,24.32,33.44,15.19,39.5,0.0,97.96,2.02
2018,2,20,24.98,33.68,16.57,41.12,0.0,97.97,2.33
2018,2,21,25.13,33.93,16.98,38.94,0.0,97.86,2.45
2018,2,22,25.85,34.35,18.19,33.56,0.0,97.79,1.99
2018,2,23,26.54,35.31,18.43,31.06,0.0,97.85,2.51
2018,2,24,27.36,35.8,19.28,32.06,0.0,98.02,2.52
2018,2,25,28.46,36.64,20.2,30.88,0.05,98.08,1.83
2018,2,26,28.12,36.44,21.85,31.06,0.05,97.98,2.46
2018,2,27,26.94,37.01,18.27,23.94,0.0,97.95,3.16
2018,2,28,27.07,37.32,16.81,21.12,0.0,97.93,2.62
2018,3,1,28.07,37.38,18.13,25.12,0.0,97.83,2.04
2018,3,2,29.28,38.13,21.54,23.38,0.0,97.73,1.41
2018,3,3,30.25,38.23,22.8,22.56,0.0,97.6,1.6
2018,3,4,29.48,37.84,20.55,23.0,0.0,97.63,2.15
2018,3,5,29.95,37.84,21.73,22.5,0.0,97.73,1.99
2018,3,6,28.62,37.01,21.26,26.38,0.0,97.88,2.4
2018,3,7,28.98,37.38,20.05,23.81,0.0,97.87,2.73
2018,3,8,29.15,37.78,21.28,24.5,0.04,97.9,3.72
2018,3,9,28.29,36.44,21.3,24.94,0.01,97.97,3.27
2018,3,10,29.96,38.15,20.75,25.0,0.0,97.89,1.91
2018,3,11,28.5,35.8,22.9,29.31,0.1,97.95,3.16
2018,3,12,29.33,37.93,22.12,30.0,0.0,97.92,2.39
2018,3,13,30.03,38.73,21.64,25.06,0.0,97.87,2.65
2018,3,14,31.23,39.69,22.91,22.94,0.0,97.69,2.12
2018,3,15,30.61,38.33,24.73,24.25,0.09,97.67,2.98
2018,3,16,28.81,35.7,23.11,35.88,2.34,97.75,3.3
2018,3,17,27.29,35.83,18.8,42.06,0.1,97.84,2.37
2018,3,18,29.13,37.02,22.0,29.69,0.0,97.91,1.68
2018,3,19,30.12,38.4,21.96,24.31,0.0,97.98,3.33
2018,3,20,30.33,37.52,22.74,22.06,0.0,97.81,2.0
2018,3,21,31.29,38.85,25.03,25.5,0.0,97.61,2.1
2018,3,22,30.19,39.19,21.45,18.38,0.0,97.52,3.93
2018,3,23,29.55,38.51,20.44,16.75,0.0,97.6,3.15
2018,3,24,30.06,39.27,21.04,16.94,0.0,97.82,3.42
2018,3,25,30.01,38.64,20.95,16.06,0.0,98.01,3.5
2018,3,26,30.78,40.08,21.19,12.62,0.0,97.96,2.67
2018,3,27,31.25,40.01,20.4,11.75,0.0,97.73,1.84
2018,3,28,32.23,40.32,24.34,11.94,0.0,97.59,1.78
2018,3,29,32.2,42.41,22.35,10.62,0.0,97.49,1.99
2018,3,30,32.49,42.01,21.73,10.0,0.0,97.46,1.84
2018,3,31,33.18,42.37,24.44,9.44,0.0,97.39,1.14
2018,4,1,31.98,41.23,23.5,15.56,0.23,97.41,2.95
2018,4,2,30.59,40.08,20.28,17.88,0.0,97.55,2.03
2018,4,3,31.63,41.15,21.12,28.94,0.0,97.52,1.88
2018,4,4,32.91,41.64,23.55,21.06,0.0,97.35,1.99
2018,4,5,33.85,42.65,24.96,21.5,0.0,97.21,3.08
2018,4,6,32.79,39.81,24.32,19.62,0.0,97.38,2.78
2018,4,7,34.55,41.63,29.08,19.5,0.05,97.51,2.31
2018,4,8,32.66,39.41,25.79,29.75,0.17,97.69,3.49
2018,4,9,33.13,40.52,24.62,29.56,0.01,97.68,2.45
2018,4,10,33.82,40.77,27.2,29.0,2.54,97.59,2.41
2018,4,11,32.94,39.64,26.15,36.31,3.4,97.61,2.18
2018,4,12,32.82,39.9,25.42,33.75,0.32,97.5,2.04
2018,4,13,32.63,40.13,24.74,36.75,4.36,97.56,2.72
2018,4,14,33.34,39.98,27.95,38.62,2.36,97.5,3.47
2018,4,15,31.91,39.38,25.62,48.81,5.84,97.59,4.38
2018,4,16,32.23,40.3,24.4,45.44,0.06,97.66,2.21
2018,4,17,34.21,43.12,25.31,34.56,0.0,97.61,2.99
2018,4,18,35.08,43.98,26.62,24.31,0.0,97.47,2.54
2018,4,19,34.17,43.2,23.79,17.38,0.0,97.28,2.31
2018,4,20,34.83,44.48,24.93,17.69,0.0,97.23,3.3
2018,4,21,34.85,43.43,26.93,17.38,0.0,97.34,4.38
2018,4,22,35.11,43.14,25.39,18.06,0.0,97.4,1.86
2018,4,23,34.76,42.69,26.05,17.62,0.0,97.42,2.56
2018,4,24,34.37,42.79,24.43,11.0,0.0,97.45,2.67
2018,4,25,33.62,42.37,23.5,14.19,0.0,97.4,1.95
2018,4,26,34.74,43.55,27.21,13.19,0.0,97.27,1.68
2018,4,27,34.69,44.13,25.65,12.12,0.0,97.39,3.08
2018,4,28,35.88,44.83,26.4,19.0,0.0,97.37,3.32
2018,4,29,37.33,46.19,29.39,17.0,0.0,97.15,3.52
2018,4,30,37.1,45.87,27.99,15.31,0.0,97.03,4.0
2018,5,1,37.55,44.93,30.3,18.25,0.0,97.19,2.65
2018,5,2,37.89,45.82,29.64,17.69,0.02,97.18,2.99
2018,5,3,36.4,43.26,29.97,29.56,0.8,97.37,4.08
2018,5,4,35.79,42.87,28.42,32.69,1.03,97.44,3.84
2018,5,5,37.12,44.33,29.98,25.94,0.0,97.39,3.54
2018,5,6,37.79,45.37,30.11,25.06,1.25,97.4,4.55
2018,5,7,37.5,44.2,31.21,22.12,0.74,97.3,2.93
2018,5,8,36.97,45.19,28.69,17.12,0.0,97.22,4.26
2018,5,9,36.42,44.45,28.08,16.5,0.0,97.33,3.16
2018,5,10,36.46,43.89,28.31,22.5,0.0,97.45,3.36
2018,5,11,37.73,44.96,29.78,22.5,0.0,97.28,2.8
2018,5,12,38.03,45.29,32.04,23.62,0.0,97.19,4.29
2018,5,13,37.47,44.58,30.65,22.44,0.16,97.21,3.34
2018,5,14,37.18,44.26,29.73,22.19,0.02,97.23,3.59
2018,5,15,36.05,43.36,29.14,25.38,0.49,97.23,4.66
2018,5,16,36.66,43.58,29.93,23.5,0.03,97.13,3.33
2018,5,17,37.65,45.15,29.84,21.44,0.3,97.07,3.05
2018,5,18,38.23,45.88,30.92,21.56,0.0,96.98,4.34
2018,5,19,37.82,46.01,29.61,15.75,0.0,96.93,3.25
2018,5,20,37.81,45.58,29.15,15.88,0.0,97.01,1.45
2018,5,21,38.0,44.73,31.1,25.12,0.02,97.08,3.38
2018,5,22,37.71,44.07,31.9,30.44,1.16,97.16,4.44
2018,5,23,38.19,44.76,32.41,26.12,0.03,97.03,4.09
2018,5,24,38.1,45.85,31.59,25.44,0.0,96.87,4.77
2018,5,25,37.82,46.08,28.95,24.88,0.0,96.87,3.08
2018,5,26,37.44,44.78,30.71,32.94,11.71,96.95,3.89
2018,5,27,33.42,39.51,28.15,50.69,9.85,97.02,3.73
2018,5,28,35.01,43.86,27.15,45.75,0.0,96.71,4.0
2018,5,29,36.44,45.23,27.95,33.19,0.0,96.6,3.95
2018,5,30,37.52,45.57,29.22,30.19,0.42,96.68,3.69
2018,5,31,37.47,43.87,31.41,36.56,2.53,96.93,3.02
2018,6,1,34.65,41.31,28.76,48.25,8.65,97.12,4.04
2018,6,2,31.37,38.58,26.5,60.94,1.36,97.24,4.37
2018,6,3,33.73,41.55,26.06,51.56,2.68,96.96,3.8
2018,6,4,33.66,41.08,27.44,50.44,9.76,96.79,4.3
2018,6,5,33.07,40.84,26.69,52.38,3.23,96.92,3.02
2018,6,6,32.58,38.53,27.19,57.69,4.03,97.12,2.31
2018,6,7,31.19,36.79,27.01,65.81,6.87,96.85,3.41
2018,6,8,30.49,35.9,26.59,70.88,7.01,96.7,4.28
2018,6,9,28.97,32.7,26.4,76.75,20.68,96.57,3.71
2018,6,10,28.52,32.08,26.02,82.44,38.27,96.58,4.1
2018,6,11,29.21,33.24,25.71,77.81,13.32,96.66,5.03
2018,6,12,30.23,35.67,26.25,68.88,0.83,96.63,6.34
2018,6,13,31.04,37.96,25.17,63.62,0.01,96.72,5.32
2018,6,14,31.73,38.74,26.23,58.94,0.0,96.86,5.25
2018,6,15,31.44,38.4,25.54,54.44,0.05,97.01,5.21
2018,6,16,31.87,38.73,26.48,54.44,0.06,97.13,5.68
2018,6,17,31.36,37.58,25.99,54.38,0.0,97.1,5.21
2018,6,18,30.21,35.48,25.17,67.88,16.69,97.0,3.85
2018,6,19,30.41,35.62,25.27,68.0,8.8,96.98,2.49
2018,6,20,31.06,36.25,26.32,66.56,1.32,97.0,2.13
2018,6,21,30.05,34.98,25.37,73.19,11.58,97.05,2.46
2018,6,22,29.31,33.55,26.05,75.06,1.51,97.07,2.51
